customer_key,geography_key,customer_alternate_key,title,name,birth_date,marital_status,gender,email_address,total_children,education,occupation,house_owner_flag,number_cars_owned,address_line1,address_line2,phone
14102,57,AW00025101,NULL,WyattA Baker,1981-04-13,M,"M         ",wyatt36@adventure-works.com,5,Bachelors,Professional,1,1,2230 May Way,NULL,234-555-0183
14103,299,AW00025102,NULL,StephanieL Kelly,1965-02-14,M,"F         ",stephanie26@adventure-works.com,4,Bachelors,Professional,1,0,2056 Otter Dr.,NULL,185-555-0119
14104,311,AW00025103,NULL,Shelby  Brooks,1964-08-16,M,"F         ",shelby1@adventure-works.com,4,Bachelors,Professional,1,0,6480 Prancing Drive,NULL,210-555-0162
14105,71,AW00025104,NULL,NatalieA Parker,1965-04-11,S,"F         ",natalie51@adventure-works.com,2,Graduate Degree,Professional,0,1,1500 Polk Street,NULL,581-555-0184
14106,311,AW00025105,NULL,WarrenM Nara,1965-05-19,S,"M         ",warren6@adventure-works.com,4,Graduate Degree,Professional,1,0,6973 Elena,NULL,373-555-0111
14107,22,AW00025106,NULL,MicahW Gao,1986-05-22,M,"M         ",micah2@adventure-works.com,1,Graduate Degree,Management,1,0,7165 Foothill Way,NULL,1 (11) 500 555-0146
14108,36,AW00025107,NULL,MasonK Ramirez,1980-05-13,S,"M         ",mason8@adventure-works.com,2,Bachelors,Professional,0,0,2137 Argenta Dr.,NULL,1 (11) 500 555-0153
14109,19,AW00025108,NULL,GaryB Gill,1974-05-06,M,"M         ",gary24@adventure-works.com,2,Bachelors,Professional,0,1,4504 Terranova Drive,NULL,1 (11) 500 555-0131
14110,26,AW00025109,NULL,DevinJ Rivera,1975-11-03,M,"M         ",devin75@adventure-works.com,4,Graduate Degree,Management,0,1,2956 East Altarinda Dr.,NULL,1 (11) 500 555-0147
14111,21,AW00025110,NULL,Tabitha  Suarez,1975-07-26,M,"F         ",tabitha40@adventure-works.com,4,Graduate Degree,Management,0,1,9752 Monterrey,NULL,1 (11) 500 555-0152
14112,30,AW00025111,NULL,DrewJ Chander,1976-04-04,M,"M         ",drew17@adventure-works.com,2,Bachelors,Professional,1,0,2798 Castlewood,NULL,1 (11) 500 555-0178
14113,4,AW00025112,NULL,SuzanneE Zhu,1974-04-17,M,"F         ",suzanne15@adventure-works.com,2,Bachelors,Professional,0,1,5741 Glen Wood Dr.,NULL,1 (11) 500 555-0156
14114,12,AW00025113,NULL,Randy  Gao,1973-10-15,M,"M         ",randy17@adventure-works.com,2,Bachelors,Professional,1,1,4550 Morello Ave.,NULL,1 (11) 500 555-0130
14115,13,AW00025114,NULL,DonaldM Sara,1974-04-24,S,"M         ",donald12@adventure-works.com,2,Bachelors,Professional,0,1,1345 Prospect Street,NULL,1 (11) 500 555-0128
14116,19,AW00025115,NULL,Raymond  Rana,1974-01-25,M,"M         ",raymond13@adventure-works.com,5,Bachelors,Professional,1,3,1771 Wood Ranch Circle,NULL,1 (11) 500 555-0143
14117,8,AW00025116,NULL,PhillipR Sara,1979-07-05,M,"M         ",phillip11@adventure-works.com,5,Bachelors,Professional,1,3,1993 Maywood Lane,NULL,1 (11) 500 555-0110
14118,7,AW00025117,NULL,MindyR Shan,1973-09-30,M,"F         ",mindy15@adventure-works.com,5,Bachelors,Professional,0,3,1306 B St.,NULL,1 (11) 500 555-0122
14119,5,AW00025118,NULL,GeraldM Diaz,1973-06-06,M,"M         ",gerald11@adventure-works.com,5,Bachelors,Professional,1,3,220 N Ridgewood Drive,NULL,1 (11) 500 555-0172
14120,4,AW00025119,NULL,DeannaL Lopez,1974-11-13,M,"F         ",deanna20@adventure-works.com,1,Graduate Degree,Management,1,1,1898 Pine Tree Drive,NULL,1 (11) 500 555-0190
14121,4,AW00025120,NULL,HeidiL Rodriguez,1980-12-08,S,"F         ",heidi22@adventure-works.com,1,Graduate Degree,Management,0,1,7902 Bates Court,NULL,1 (11) 500 555-0139
14122,25,AW00025121,NULL,ClarenceD Yang,1975-03-19,M,"M         ",clarence41@adventure-works.com,1,Graduate Degree,Management,1,1,3676 Oak Leaf Ct,NULL,1 (11) 500 555-0138
14123,32,AW00025122,NULL,SusanL Zhao,1978-03-12,S,"F         ",susan20@adventure-works.com,5,Graduate Degree,Management,1,2,5527 Liscome Way,NULL,1 (11) 500 555-0167
14124,2,AW00025123,NULL,SharonL Simpson,1972-08-31,M,"F         ",sharon8@adventure-works.com,5,Graduate Degree,Management,1,3,3729 Via Del Verdes,NULL,1 (11) 500 555-0113
14125,6,AW00025124,NULL,KeithJ Xu,1978-10-05,S,"M         ",keith7@adventure-works.com,5,Graduate Degree,Management,1,3,8531 Doncaster Dr,NULL,1 (11) 500 555-0112
14126,36,AW00025125,NULL,RandyG Wang,1972-03-19,M,"M         ",randy3@adventure-works.com,5,Bachelors,Professional,1,3,8143 Petarct,NULL,1 (11) 500 555-0110
14127,7,AW00025126,NULL,ShaneL Suri,1977-11-21,M,"M         ",shane4@adventure-works.com,0,Bachelors,Professional,1,0,3994 Sucamore Drive,NULL,1 (11) 500 555-0143
14128,15,AW00025127,NULL,PriscillaM Deng,1972-01-18,S,"F         ",priscilla1@adventure-works.com,2,Bachelors,Professional,0,0,3757 Brook Hollow Ct,# 101,1 (11) 500 555-0113
14129,22,AW00025128,NULL,Clifford  Sai,1970-12-21,M,"M         ",clifford6@adventure-works.com,3,Bachelors,Professional,1,1,9494 Buena Vista,NULL,1 (11) 500 555-0136
14130,17,AW00025129,NULL,AllenR Raman,1976-12-04,S,"M         ",allen10@adventure-works.com,3,Bachelors,Professional,0,1,378 Show Rd.,NULL,1 (11) 500 555-0110
14131,11,AW00025130,NULL,Micah  Huang,1981-08-16,M,"M         ",micah16@adventure-works.com,5,Bachelors,Professional,0,4,9580 Kalima Place,NULL,1 (11) 500 555-0111
14132,36,AW00025131,NULL,Gerald  Chandra,1971-04-08,M,"M         ",gerald31@adventure-works.com,5,Bachelors,Professional,1,4,6933 Sutton Circle,NULL,1 (11) 500 555-0178
14133,33,AW00025132,NULL,LindseyM Xie,1984-09-16,M,"F         ",lindsey3@adventure-works.com,5,Bachelors,Professional,0,4,4137 Garcia Ranch Road,NULL,1 (11) 500 555-0142
14134,11,AW00025133,NULL,KristineG Gutierrez,1974-06-04,S,"F         ",kristine12@adventure-works.com,0,Bachelors,Professional,1,1,7399 Pacific,NULL,1 (11) 500 555-0116
14135,17,AW00025134,NULL,Brett  Rodriguez,1973-08-14,M,"M         ",brett19@adventure-works.com,5,Bachelors,Professional,1,4,6928 Jason Ct,NULL,1 (11) 500 555-0173
14136,39,AW00025135,NULL,Kelvin  Zhao,1973-11-06,S,"M         ",kelvin29@adventure-works.com,5,Bachelors,Professional,1,4,9011 Tabora Drive,NULL,1 (11) 500 555-0139
14137,39,AW00025136,NULL,RubenA Diaz,1979-07-14,S,"M         ",ruben26@adventure-works.com,5,Bachelors,Professional,1,4,4038 Elk Dr,NULL,1 (11) 500 555-0146
14138,27,AW00025137,NULL,NinaR Raje,1974-01-29,M,"F         ",nina14@adventure-works.com,5,Bachelors,Professional,1,4,6237 El Rancho Dr.,NULL,1 (11) 500 555-0150
14139,19,AW00025138,NULL,Seth  Russell,1974-03-15,M,"M         ",seth68@adventure-works.com,5,Bachelors,Professional,1,4,1412 San Marino Ct.,NULL,1 (11) 500 555-0141
14140,20,AW00025139,Mr.,CarlosM. Short,1975-08-22,M,"M         ",carlos0@adventure-works.com,3,Bachelors,Professional,0,2,6853 Hacienda,NULL,187-555-0100
14141,26,AW00025140,NULL,ToniK Lopez,1969-09-26,M,"F         ",toni17@adventure-works.com,3,Bachelors,Professional,1,2,6445 Cashew Street,NULL,1 (11) 500 555-0176
14142,251,AW00025141,NULL,Walter  Gutierrez,1979-03-16,S,"M         ",walter4@adventure-works.com,0,Partial High School,Manual,1,2,5498 Treat Blvd.,NULL,1 (11) 500 555-0149
14143,197,AW00025142,NULL,ReginaB Ray,1980-05-11,S,"F         ",regina10@adventure-works.com,0,Partial College,Clerical,1,1,Midi-Couleurs,NULL,1 (11) 500 555-0135
14144,190,AW00025143,NULL,DestinyA Henderson,1979-10-06,S,"F         ",destiny53@adventure-works.com,0,Partial College,Clerical,0,1,"12, rue des Berges",NULL,1 (11) 500 555-0158
14145,144,AW00025144,NULL,Johnathan  Fernandez,1979-12-12,S,"M         ",johnathan15@adventure-works.com,0,Partial College,Clerical,1,1,Westheimer Straße 9601,NULL,1 (11) 500 555-0117
14146,171,AW00025145,NULL,ClaytonC Yang,1980-02-22,S,"M         ",clayton5@adventure-works.com,0,Partial College,Clerical,1,1,Waldstr 4326,NULL,1 (11) 500 555-0119
14147,552,AW00025146,NULL,CarsonJ Gonzales,1958-07-25,M,"M         ",carson16@adventure-works.com,3,Partial High School,Skilled Manual,1,3,2700 Roundtree Dr.,NULL,151-555-0131
14148,68,AW00025147,NULL,SamanthaG Brown,1962-09-15,M,"F         ",samantha5@adventure-works.com,2,High School,Professional,1,2,2768 Creekside Dr.,NULL,526-555-0115
14149,307,AW00025148,NULL,Ryan  Simmons,1963-04-05,M,"M         ",ryan18@adventure-works.com,2,High School,Professional,0,2,2680 Claudia Drive,NULL,964-555-0196
14150,632,AW00025149,NULL,Samantha  Griffin,1963-06-14,M,"F         ",samantha43@adventure-works.com,2,High School,Professional,1,2,6133 Kenston Dr.,NULL,946-555-0183
14151,337,AW00025150,NULL,Xavier  Jones,1968-11-23,S,"M         ",xavier3@adventure-works.com,2,Bachelors,Management,1,1,3685 Pleasant Hill Rd,NULL,380-555-0167
14152,329,AW00025151,NULL,Jasmine  Washington,1961-11-08,S,"F         ",jasmine52@adventure-works.com,2,Partial High School,Skilled Manual,0,2,5678 Arlington Way,NULL,832-555-0192
14153,331,AW00025152,NULL,MariaM Sanders,1978-08-12,S,"F         ",maria22@adventure-works.com,2,High School,Professional,1,2,9657 Santa Maria,NULL,561-555-0118
14154,632,AW00025153,NULL,Ryan  Coleman,1970-12-22,S,"M         ",ryan8@adventure-works.com,4,Bachelors,Management,0,4,5787 Ygnacio Valley Road,NULL,602-555-0130
14155,301,AW00025154,NULL,Clinton  Serrano,1976-12-02,M,"M         ",clinton13@adventure-works.com,2,Bachelors,Management,1,3,7700 Meaham Drive,NULL,158-555-0197
14156,311,AW00025155,NULL,Theresa  Alonso,1981-07-02,S,"F         ",theresa5@adventure-works.com,3,Bachelors,Management,1,4,4790 Curletto Drive,NULL,309-555-0129
14157,336,AW00025156,NULL,Catherine  Peterson,1971-03-24,S,"F         ",catherine5@adventure-works.com,1,Graduate Degree,Management,0,4,6956 Peach Place,NULL,588-555-0128
14158,66,AW00025157,NULL,Destiny  Miller,1969-08-15,S,"F         ",destiny6@adventure-works.com,4,Bachelors,Management,1,1,9817 Cook Street,NULL,603-555-0175
14159,611,AW00025158,NULL,StephanieC Long,1969-09-13,M,"F         ",stephanie37@adventure-works.com,5,Partial College,Professional,1,3,993 Piedmont Dr.,NULL,155-555-0120
14160,637,AW00025159,NULL,KatelynC Cooper,1970-01-24,S,"F         ",katelyn17@adventure-works.com,5,Partial College,Professional,1,0,1635 Carmel Dr,NULL,818-555-0126
14161,642,AW00025160,NULL,MackenzieC Stewart,1981-02-16,S,"F         ",mackenzie25@adventure-works.com,5,Partial College,Professional,1,1,3646 Snyder Lane,NULL,577-555-0117
14162,343,AW00025161,NULL,Isabella  Flores,1975-05-10,M,"F         ",isabella22@adventure-works.com,3,Bachelors,Management,1,3,3628 Mt. McKinley Ct.,NULL,460-555-0110
14163,374,AW00025162,NULL,BryanD Morris,1975-11-08,S,"M         ",bryan19@adventure-works.com,1,Bachelors,Management,0,3,9634 S. Silver Spring,NULL,729-555-0131
14164,334,AW00025163,NULL,Natalie  Griffin,1961-10-23,M,"F         ",natalie43@adventure-works.com,3,Partial College,Professional,1,0,8210 Mines Road,NULL,193-555-0158
14165,301,AW00025164,NULL,IsaacC Parker,1962-02-21,M,"M         ",isaac22@adventure-works.com,3,Partial College,Professional,0,1,2068 Suzanne Dr.,NULL,762-555-0149
14166,298,AW00025165,NULL,AshleyD Brown,1961-07-17,M,"F         ",ashley4@adventure-works.com,4,Partial College,Professional,1,0,1440 Willow Pass Dr.,NULL,344-555-0118
14167,345,AW00025166,NULL,MiguelR Jenkins,1961-10-01,S,"M         ",miguel53@adventure-works.com,4,Partial College,Professional,1,0,2570 Thames Dr.,NULL,816-555-0150
14168,358,AW00025167,NULL,Elijah  Hughes,1962-05-13,M,"M         ",elijah15@adventure-works.com,3,Partial College,Professional,0,1,5478 Hill Ct,NULL,240-555-0159
14169,299,AW00025168,NULL,Micheal  Hernandez,1960-10-22,M,"M         ",micheal0@adventure-works.com,2,Partial High School,Skilled Manual,1,2,8210 Mines Road,NULL,158-555-0134
14170,352,AW00025169,NULL,Angel  Peterson,1940-03-01,S,"M         ",angel4@adventure-works.com,1,Graduate Degree,Management,0,3,8201 Lyon Circle,NULL,333-555-0176
14171,618,AW00025170,NULL,LoganH Walker,1974-05-14,M,"M         ",logan56@adventure-works.com,0,Partial College,Professional,1,1,8245 Pinehurst Court,NULL,925-555-0129
14172,543,AW00025171,NULL,ChristopherE Rodriguez,1974-03-18,M,"M         ",christopher20@adventure-works.com,0,Partial College,Professional,1,1,891 Thornwood Dr.,NULL,959-555-0135
14173,348,AW00025172,NULL,Evan  Gray,1969-05-15,M,"M         ",evan6@adventure-works.com,3,Bachelors,Management,1,4,9966 Vallet Crest Dr.,NULL,207-555-0111
14174,54,AW00025173,NULL,Melissa  Stewart,1967-11-02,M,"F         ",melissa44@adventure-works.com,5,Partial College,Professional,1,2,8679 Mt. Tooth Place,NULL,445-555-0114
14175,491,AW00025174,NULL,Monica  Smith,1968-02-10,M,"F         ",monica9@adventure-works.com,5,Partial College,Professional,1,4,4214 Willbrook Court,NULL,822-555-0184
14176,618,AW00025175,NULL,NathanD Chen,1968-04-02,S,"M         ",nathan22@adventure-works.com,1,Partial College,Professional,1,3,2238 Pine Street,NULL,250-555-0110
14177,347,AW00025176,NULL,Edward  Flores,1967-12-12,S,"M         ",edward61@adventure-works.com,1,Bachelors,Management,0,4,9542 Dubne Court,NULL,116-555-0180
14178,49,AW00025177,NULL,Alberto  Gomez,1978-03-12,M,"M         ",alberto2@adventure-works.com,5,Partial College,Professional,1,3,4823 Park Blvd.,NULL,837-555-0140
14179,614,AW00025178,NULL,JasmineD Kelly,1972-04-17,M,"F         ",jasmine39@adventure-works.com,5,Partial College,Professional,1,3,6833 Filomena,NULL,366-555-0155
14180,614,AW00025179,NULL,Miguel  Thompson,1966-08-05,M,"M         ",miguel15@adventure-works.com,5,Partial College,Professional,1,3,7284 Adobe Dr.,NULL,798-555-0146
14181,626,AW00025180,NULL,Ana  Simmons,1966-09-22,S,"F         ",ana14@adventure-works.com,4,High School,Professional,1,1,9094 Reading Dr,NULL,354-555-0127
14182,547,AW00025181,NULL,JesseS Torres,1966-12-20,M,"M         ",jesse4@adventure-works.com,4,High School,Professional,1,1,9732 Hamilton Ct.,NULL,225-555-0119
14183,548,AW00025182,NULL,Natalie  Simmons,1972-03-01,M,"F         ",natalie37@adventure-works.com,4,High School,Professional,1,2,1201 Olive Hill,NULL,930-555-0153
14184,637,AW00025183,NULL,MichaelK Thomas,1966-10-04,M,"M         ",michael43@adventure-works.com,4,High School,Professional,1,2,5734 Ashford Court,NULL,595-555-0169
14185,310,AW00025184,NULL,Peter  Tang,1966-09-22,S,"M         ",peter11@adventure-works.com,1,Partial College,Professional,1,4,9094 William Reed Dr,NULL,211-555-0161
14186,355,AW00025185,NULL,Jade  Reed,1967-01-05,S,"F         ",jade16@adventure-works.com,1,Bachelors,Management,0,3,1690 K St.,NULL,257-555-0139
14187,369,AW00025186,NULL,Angelica  Coleman,1961-04-01,M,"F         ",angelica5@adventure-works.com,3,Partial College,Professional,1,1,9866 Santa Lucia Dr,NULL,166-555-0174
14188,546,AW00025187,NULL,SydneyL Scott,1941-02-11,M,"F         ",sydney54@adventure-works.com,2,Graduate Degree,Management,1,2,5601 Garrow Drive,NULL,895-555-0191
14189,66,AW00025188,NULL,KevinS Li,1941-07-12,M,"M         ",kevin29@adventure-works.com,3,Partial College,Professional,1,2,4914 Sierra Drive,NULL,640-555-0153
14190,611,AW00025189,NULL,Aidan  Hayes,1952-10-08,M,"M         ",aidan24@adventure-works.com,2,Graduate Degree,Management,1,2,1584 S. Forest Hill,NULL,744-555-0145
14191,553,AW00025190,NULL,AllisonB Morris,1941-12-12,M,"F         ",allison18@adventure-works.com,2,Graduate Degree,Management,1,2,5514 Cape Cod Way,NULL,140-555-0158
14192,339,AW00025191,NULL,AustinD Gonzales,1941-12-08,S,"M         ",austin13@adventure-works.com,1,Graduate Degree,Management,0,4,1254 Roux Court,NULL,678-555-0120
14193,612,AW00025192,NULL,JanetB Gill,1966-01-29,S,"F         ",janet19@adventure-works.com,4,High School,Professional,1,3,91 Kalima Place,NULL,921-555-0114
14194,626,AW00025193,NULL,StephanieA Howard,1971-10-05,S,"F         ",stephanie17@adventure-works.com,4,High School,Professional,1,4,8850 Via Del Sol,NULL,886-555-0125
14195,548,AW00025194,NULL,Jada  Bell,1959-12-08,S,"F         ",jada5@adventure-works.com,3,Partial High School,Skilled Manual,1,2,2751 Fabian Way,NULL,928-555-0194
14196,311,AW00025195,NULL,Alexandra  Wilson,1960-04-18,S,"F         ",alexandra70@adventure-works.com,3,Partial High School,Skilled Manual,0,2,6441 Gordon Ct.,NULL,890-555-0148
14197,52,AW00025196,NULL,AaronC Yang,1971-04-19,M,"M         ",aaron27@adventure-works.com,2,High School,Professional,1,2,3005 Ruby Lane,NULL,685-555-0147
14198,385,AW00025197,NULL,KyleJ Perry,1959-09-05,M,"M         ",kyle3@adventure-works.com,2,High School,Professional,1,2,2876 Morgan Territory Road,NULL,657-555-0140
14199,347,AW00025198,NULL,Michelle  Ramirez,1965-05-05,M,"F         ",michelle8@adventure-works.com,2,Partial High School,Skilled Manual,1,2,6508 Cedar Street,NULL,549-555-0191
14200,316,AW00025199,NULL,KyleL Griffin,1958-10-19,M,"M         ",kyle16@adventure-works.com,3,Graduate Degree,Management,1,2,6512 Button Court,NULL,340-555-0171
14201,641,AW00025200,NULL,Nathan  Williams,1958-02-13,M,"M         ",nathan60@adventure-works.com,3,Partial College,Professional,1,2,1201 Paso Del Rio Way,NULL,838-555-0120
14202,314,AW00025201,NULL,HunterC Gonzalez,1962-03-15,M,"M         ",hunter37@adventure-works.com,3,Partial College,Professional,1,2,4289 Wellington Avenue,NULL,164-555-0130
14203,545,AW00025202,NULL,JonathanC King,1957-01-21,S,"M         ",jonathan49@adventure-works.com,3,Partial College,Professional,1,2,4201 Logan Court,NULL,801-555-0140
14204,298,AW00025203,NULL,Caroline  Wood,1956-08-22,S,"F         ",caroline4@adventure-works.com,3,Partial College,Professional,0,2,8406 S Royal Links Circle,NULL,579-555-0141
14205,374,AW00025204,NULL,Kelly  Barnes,1956-03-19,S,"F         ",kelly7@adventure-works.com,4,Partial College,Professional,0,2,8783 Blocking Ct,NULL,817-555-0110
14206,300,AW00025205,NULL,John  Jones,1960-09-10,S,"M         ",john41@adventure-works.com,4,High School,Professional,1,2,8113 Carlisle Way,NULL,825-555-0143
14207,334,AW00025206,NULL,RyanW Bryant,1960-10-02,S,"M         ",ryan21@adventure-works.com,4,High School,Professional,1,2,6658 Radar Blvd,NULL,837-555-0116
14208,634,AW00025207,NULL,DestinyC Moore,1954-08-09,S,"F         ",destiny8@adventure-works.com,4,High School,Professional,1,2,1099 Catalpa Court,NULL,264-555-0128
14209,316,AW00025208,NULL,DanielP Taylor,1955-04-06,S,"M         ",daniel6@adventure-works.com,4,High School,Professional,1,2,1830 Tabora Drive,NULL,758-555-0132
14210,63,AW00025209,NULL,EmmaM Walker,1955-04-03,S,"F         ",emma22@adventure-works.com,4,High School,Professional,0,2,2601 Amaranth Way,NULL,885-555-0197
14211,20,AW00025210,NULL,Kathryn  Xu,1975-11-22,M,"F         ",kathryn4@adventure-works.com,4,Bachelors,Professional,1,2,4308 Sand Pointe Lane,NULL,1 (11) 500 555-0166
14212,8,AW00025211,NULL,DianeM Torres,1970-01-11,M,"F         ",diane16@adventure-works.com,4,Bachelors,Professional,1,3,2924 Michigan Blvd.,NULL,1 (11) 500 555-0143
14213,35,AW00025212,NULL,AlbertoL Ruiz,1968-12-29,M,"M         ",alberto3@adventure-works.com,5,Bachelors,Professional,1,1,4775 Kentucky Dr.,Unit E,1 (11) 500 555-0161
14214,28,AW00025213,NULL,CherylO Gutierrez,1969-03-26,S,"F         ",cheryl13@adventure-works.com,0,Bachelors,Professional,1,1,1462 Summit View Dr.,NULL,1 (11) 500 555-0117
14215,28,AW00025214,NULL,Roger  Chander,1968-08-03,S,"M         ",roger43@adventure-works.com,0,Bachelors,Professional,0,1,2894 Foothill Way,NULL,1 (11) 500 555-0130
14216,32,AW00025215,NULL,Natalie  Gonzalez,1974-02-11,S,"F         ",natalie60@adventure-works.com,0,Bachelors,Professional,0,1,8102 Birch Bark Road,NULL,1 (11) 500 555-0161
14217,29,AW00025216,NULL,Rachael  Raman,1974-06-04,S,"F         ",rachael12@adventure-works.com,0,Bachelors,Professional,0,1,4817 Julpum Loop,NULL,1 (11) 500 555-0195
14218,20,AW00025217,NULL,ByronE Martin,1973-04-15,M,"M         ",byron0@adventure-works.com,5,Bachelors,Professional,0,4,4024 Dos Encinas,NULL,1 (11) 500 555-0166
14219,34,AW00025218,NULL,Christy  Sun,1973-02-15,M,"F         ",christy11@adventure-works.com,2,Bachelors,Professional,1,0,2314 Chelsea Way,NULL,1 (11) 500 555-0156
14220,13,AW00025219,NULL,Karla  Lal,1972-09-16,M,"F         ",karla9@adventure-works.com,4,Bachelors,Professional,0,0,352 Margo Dr.,NULL,1 (11) 500 555-0111
14221,21,AW00025220,NULL,EmilyM Anderson,1972-11-18,M,"F         ",emily10@adventure-works.com,1,Partial College,Skilled Manual,1,1,1639 Atchinson Stage Ct.,NULL,1 (11) 500 555-0192
14222,11,AW00025221,NULL,Erica  Zhu,1966-10-15,S,"F         ",erica14@adventure-works.com,1,Partial College,Skilled Manual,1,1,424 Yosemite Dr.,NULL,1 (11) 500 555-0157
14223,36,AW00025222,NULL,TamaraA Kumar,1972-04-17,S,"F         ",tamara19@adventure-works.com,1,Partial College,Skilled Manual,0,1,5722 Hemlock Ave.,NULL,1 (11) 500 555-0178
14224,18,AW00025223,NULL,ArmandoK Ortega,1971-09-18,S,"M         ",armando22@adventure-works.com,0,Graduate Degree,Management,0,3,8552 Oak Park Blvd,NULL,1 (11) 500 555-0187
14225,3,AW00025224,NULL,KeithM Kumar,1970-09-24,S,"M         ",keith10@adventure-works.com,0,Bachelors,Professional,0,1,8084 Cardiff Drive,NULL,1 (11) 500 555-0199
14226,29,AW00025225,NULL,Alicia  Yuan,1970-10-22,S,"F         ",alicia5@adventure-works.com,0,Bachelors,Professional,1,1,5629 San Francisco,NULL,1 (11) 500 555-0117
14227,4,AW00025226,NULL,Robert  Kumar,1971-05-09,S,"M         ",robert40@adventure-works.com,0,Bachelors,Professional,1,1,6121 Cook Pk,NULL,1 (11) 500 555-0129
14228,6,AW00025227,NULL,JaimeA Gutierrez,1982-01-16,S,"M         ",jaime49@adventure-works.com,5,Bachelors,Professional,1,4,4092 Marlene Drive,NULL,1 (11) 500 555-0154
14229,12,AW00025228,NULL,Brad  Ashe,1975-10-11,S,"M         ",brad23@adventure-works.com,0,Bachelors,Professional,1,1,1491 Marina Vill Pkwy,NULL,1 (11) 500 555-0161
14230,16,AW00025229,NULL,AutumnL Zhou,1969-09-12,S,"F         ",autumn8@adventure-works.com,0,Bachelors,Professional,1,1,8096 West M Street,NULL,1 (11) 500 555-0191
14231,32,AW00025230,NULL,SophiaD Carter,1970-05-16,S,"F         ",sophia9@adventure-works.com,0,Bachelors,Professional,0,1,5359 S. Silver Spring,NULL,1 (11) 500 555-0182
14232,19,AW00025231,NULL,OliviaA Moore,1964-12-19,S,"F         ",olivia7@adventure-works.com,1,Bachelors,Professional,0,1,2856 High St.,NULL,1 (11) 500 555-0119
14233,22,AW00025232,NULL,KellieM Blanco,1964-09-09,M,"F         ",kellie14@adventure-works.com,5,Bachelors,Professional,1,1,2973 Cardinet Drive,NULL,1 (11) 500 555-0137
14234,40,AW00025233,NULL,Nathaniel  Ward,1964-11-05,M,"M         ",nathaniel13@adventure-works.com,4,Bachelors,Professional,1,1,558 Levee Rd.,NULL,1 (11) 500 555-0182
14235,31,AW00025234,NULL,MonicaJ Patel,1974-10-06,S,"F         ",monica3@adventure-works.com,0,Bachelors,Professional,1,2,40 Ellis St.,NULL,1 (11) 500 555-0134
14236,4,AW00025235,NULL,Monique  Torres,1968-06-26,M,"F         ",monique8@adventure-works.com,1,Partial College,Skilled Manual,1,1,8421 St. Francis,NULL,1 (11) 500 555-0181
14237,9,AW00025236,NULL,Lance  Martin,1967-07-09,S,"M         ",lance0@adventure-works.com,5,Bachelors,Professional,1,2,4422 Roxbury Drive,NULL,1 (11) 500 555-0179
14238,26,AW00025237,NULL,RogerC Sun,1978-12-12,M,"M         ",roger18@adventure-works.com,5,Partial College,Skilled Manual,1,2,7236 Tanager Circle,NULL,1 (11) 500 555-0165
14239,17,AW00025238,NULL,KristopherA Madan,1967-07-16,M,"M         ",kristopher7@adventure-works.com,5,Partial College,Skilled Manual,1,2,5205 Coralie Drive,NULL,1 (11) 500 555-0173
14240,40,AW00025239,NULL,IsabellaJ Barnes,1967-12-23,M,"F         ",isabella14@adventure-works.com,5,Partial College,Skilled Manual,1,2,4055 Leonard Ct.,NULL,1 (11) 500 555-0177
14241,19,AW00025240,NULL,Ross  Rana,1972-08-14,M,"M         ",ross11@adventure-works.com,5,Partial College,Skilled Manual,1,3,8869 San Onofre Court,NULL,1 (11) 500 555-0167
14242,32,AW00025241,NULL,Aaron  Powell,1964-06-23,M,"M         ",aaron8@adventure-works.com,2,Bachelors,Professional,1,1,9333 Georgia Street,NULL,1 (11) 500 555-0168
14243,11,AW00025242,NULL,Susan  Hu,1969-04-17,S,"F         ",susan31@adventure-works.com,2,Bachelors,Management,0,1,7943 Walnut Ave,NULL,1 (11) 500 555-0181
14244,28,AW00025243,NULL,Tonya  Rai,1963-09-05,S,"F         ",tonya17@adventure-works.com,4,Bachelors,Management,1,2,9551 Alet Court,NULL,1 (11) 500 555-0195
14245,4,AW00025244,NULL,JayA Weber,1962-09-04,S,"M         ",jay10@adventure-works.com,1,Partial College,Skilled Manual,1,1,5785 American Beauty Dr,NULL,1 (11) 500 555-0176
14246,2,AW00025245,NULL,Francis  Gutierrez,1941-08-26,S,"M         ",francis8@adventure-works.com,2,Partial College,Clerical,0,2,7291 Summerfield Dr.,NULL,1 (11) 500 555-0154
14247,32,AW00025246,NULL,WarrenB Lal,1941-12-12,M,"M         ",warren39@adventure-works.com,2,Bachelors,Management,1,1,5514 Cape Cod Way,NULL,1 (11) 500 555-0130
14248,31,AW00025247,NULL,LindsayM Nara,1971-05-13,M,"F         ",lindsay17@adventure-works.com,5,Partial College,Skilled Manual,1,3,9687 Shakespeare Drive,NULL,1 (11) 500 555-0157
14249,38,AW00025248,NULL,DeniseR Madan,1965-09-16,M,"F         ",denise9@adventure-works.com,5,Partial College,Skilled Manual,1,3,9697 Mcelroy Court,NULL,1 (11) 500 555-0119
14250,4,AW00025249,NULL,AlexandraH Watson,1963-02-05,S,"F         ",alexandra20@adventure-works.com,1,Partial College,Skilled Manual,0,1,2904 San Simeon Ct.,NULL,1 (11) 500 555-0134
14251,23,AW00025250,NULL,AnthonyT Walker,1962-10-09,S,"M         ",anthony9@adventure-works.com,1,Partial College,Skilled Manual,0,1,2131 Minert Rd.,NULL,1 (11) 500 555-0154
